,SizeRank,RegionName,State,City,Metro,CountyName,AveragePrice,Down_payment_20%
14414,14562,27925,NC,Columbia,,Tyrrell County,139750.35150211447,27950.070300422896
14441,14593,28654,NC,Moravian Falls,"North Wilkesboro, NC",Wilkes County,221120.77192072303,44224.15438414461
14486,14639,27937,NC,Gates,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,214394.1924669704,42878.83849339408
14535,14693,28741,NC,Highlands,,Macon County,834126.9116518152,166825.38233036303
14567,14729,27970,NC,Roper,,Washington County,91945.24572383457,18389.049144766916
14673,14837,28441,NC,Garland,,Sampson County,62521.679038271664,12504.335807654334
14676,14840,28573,NC,Pollocksville,"New Bern, NC",Jones County,127381.45247255413,25476.290494510828
14745,14916,28640,NC,Laurel Springs,,Ashe County,280921.3430447173,56184.26860894346
14761,14932,28594,NC,Emerald Isle,"Morehead City, NC",Carteret County,714476.7160465788,142895.34320931576
14763,14934,28349,NC,Kenansville,,Duplin County,162406.3270987893,32481.265419757863
14827,14999,27976,NC,South Mills,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,342019.6449684881,68403.92899369761
14885,15061,27229,NC,Candor,,Montgomery County,130840.47919155104,26168.09583831021
14900,15078,28676,NC,Elkin,"Mount Airy, NC",Surry County,210530.5013442808,42106.100268856164
14954,15129,27831,NC,Gaston,"Roanoke Rapids, NC",Northampton County,73925.37519349631,14785.075038699262
14960,15137,27233,NC,Climax,"Greensboro-High Point, NC",Randolph County,220577.92737854933,44115.58547570987
14964,15141,28669,NC,Roaring River,"North Wilkesboro, NC",Wilkes County,201910.84008883257,40382.16801776652
14991,15169,28453,NC,Magnolia,,Duplin County,117183.16695573022,23436.633391146046
15000,15180,27846,NC,Jamesville,,Martin County,88129.77856257702,17625.955712515406
15008,15188,28508,NC,Albertson,,Duplin County,162597.36928692038,32519.473857384077
15045,15228,27924,NC,,,Bertie County,46317.56811195474,9263.513622390949
15065,15251,28125,NC,Mount Ulla,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,336344.14972198266,67268.82994439654
15132,15319,28137,NC,Richfield,"Albemarle, NC",Stanly County,260719.6442578096,52143.92885156192
15156,15342,28643,NC,Lansing,,Ashe County,206693.8147104885,41338.7629420977
15169,15357,28905,NC,Marble,,Cherokee County,243193.4631791068,48638.69263582136
15232,15424,28344,NC,Wade,"Fayetteville, NC",Cumberland County,164411.50755449265,32882.301510898535
15270,15461,27281,NC,Jackson Springs,"Pinehurst-Southern Pines, NC",Moore County,349724.7769806098,69944.95539612196
15297,15492,28454,NC,Maple Hill,"Jacksonville, NC",Onslow County,230686.17705382864,46137.23541076573
15300,15495,27326,NC,Ruffin,"Greensboro-High Point, NC",Rockingham County,140397.13717649525,28079.42743529905
15308,15503,28071,NC,Gold Hill,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,249981.85650584404,49996.37130116881
15344,15534,28635,NC,Hays,"North Wilkesboro, NC",Wilkes County,189564.9760358991,37912.995207179825
15353,15549,27806,NC,Aurora,"Washington, NC",Beaufort County,124935.19600020938,24987.03920004188
15359,15554,27562,NC,New Hill,"Raleigh-Cary, NC",Wake County,601679.7024619731,120335.94049239461
15360,15554,28512,NC,,"Morehead City, NC",Carteret County,704721.534604643,140944.30692092862
15447,15650,27880,NC,Sims,"Wilson, NC",Wilson County,250691.1748642649,50138.23497285298
15448,15650,27311,NC,Providence,,Caswell County,113372.99414554964,22674.59882910993
15530,15734,28160,NC,Spindale,"Forest City, NC",Rutherford County,121837.061976534,24367.4123953068
15561,15769,28684,NC,Todd,"Boone, NC",Watauga County,382453.80170336337,76490.76034067267
15609,15819,28525,NC,Deep Run,"Kinston, NC",Lenoir County,124710.63877295954,24942.12775459191
15654,15863,27852,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,144375.82372551147,28875.164745102295
15677,15890,28670,NC,Ronda,"North Wilkesboro, NC",Wilkes County,186696.6118482648,37339.32236965296
15742,15959,27053,NC,Mount Airy,"Winston-Salem, NC",Stokes County,184669.5583421419,36933.91166842839
15808,16033,28369,NC,Proctorville,"Lumberton, NC",Robeson County,102933.86875413232,20586.773750826465
15820,16044,27845,NC,,"Roanoke Rapids, NC",Northampton County,85885.77536709128,17177.155073418257
15872,16099,28167,NC,Union Mills,"Forest City, NC",Rutherford County,194486.34387702067,38897.26877540413
15923,16151,28790,NC,Zirconia,"Asheville, NC",Henderson County,356183.5609180881,71236.71218361762
16004,16234,28395,NC,Wade,"Fayetteville, NC",Cumberland County,219150.61192761143,43830.12238552229
16035,16264,27581,NC,Stem,"Durham-Chapel Hill, NC",Granville County,279463.3855767495,55892.67711534991
16048,16277,27559,NC,Moncure,"Durham-Chapel Hill, NC",Chatham County,394169.49381831335,78833.89876366267
16050,16281,28385,NC,Salemburg,,Sampson County,119242.38256325516,23848.476512651032
16063,16295,28033,NC,Crouse,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,263546.952105351,52709.39042107021
16066,16296,27959,NC,,"Kill Devil Hills, NC",Dare County,656782.9391517438,131356.58783034876
16147,16380,27816,NC,Castalia,"Raleigh-Cary, NC",Franklin County,182712.5529281308,36542.510585626165
16164,16398,28032,NC,Cramerton,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,264631.02924192214,52926.20584838443
16167,16401,28526,NC,Dover,"New Bern, NC",Craven County,107737.41774254746,21547.483548509495
16276,16516,27356,NC,Star,,Montgomery County,142447.8497208469,28489.56994416938
16293,16535,28689,NC,Union Grove,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,285177.8201478229,57035.564029564586
16298,16535,28423,NC,Bolton,,Columbus County,119723.05072202276,23944.610144404553
16390,16636,28373,NC,Pinebluff,"Pinehurst-Southern Pines, NC",Moore County,262237.8320935213,52447.566418704264
16493,16750,28363,NC,Wagram,"Laurinburg, NC",Scotland County,94366.32008482818,18873.264016965637
16496,16750,27355,NC,Staley,"Greensboro-High Point, NC",Randolph County,201957.2305884954,40391.44611769909
16531,16790,28396,NC,Wagram,"Laurinburg, NC",Scotland County,137924.9371509366,27584.98743018732
16560,16819,28133,NC,Peachland,"Charlotte-Concord-Gastonia, NC-SC",Anson County,139365.0551968308,27873.01103936616
16562,16823,28582,NC,Stella,"Jacksonville, NC",Onslow County,352244.2764403632,70448.85528807265
16564,16824,27950,NC,Knotts Island,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,360816.7234847088,72163.34469694177
16578,16838,27812,NC,Bethel,"Rocky Mount, NC",Edgecombe County,125247.48528102331,25049.497056204666
16594,16855,28740,NC,Bakersville,,Yancey County,229098.87986145428,45819.77597229086
16597,16858,28763,NC,Otto,,Macon County,264611.3382129636,52922.26764259272
16634,16894,28091,NC,Lilesville,"Charlotte-Concord-Gastonia, NC-SC",Anson County,65551.99572736201,13110.399145472402
16656,16919,28436,NC,Delco,,Columbus County,162607.37762237762,32521.475524475525
16663,16923,27888,NC,Walstonburg,,Greene County,150349.4764621218,30069.89529242436
16696,16961,27024,NC,Lowgap,"Mount Airy, NC",Surry County,167873.90571576238,33574.781143152475
16728,16997,28357,NC,Lumber Bridge,"Fayetteville, NC",Hoke County,155216.4219237983,31043.284384759663
16742,17009,27283,NC,Julian,"Greensboro-High Point, NC",Guilford County,219572.1984004644,43914.43968009288
16754,17023,28571,NC,Oriental,"New Bern, NC",Pamlico County,388730.0265478495,77746.00530956991
16785,17057,28726,NC,East Flat Rock,"Asheville, NC",Henderson County,264682.6173513992,52936.52347027985
16852,17127,27920,NC,Frisco,"Kill Devil Hills, NC",Dare County,429677.6352401997,85935.52704803995
16956,17233,28159,NC,Spencer,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,162691.22303524337,32538.244607048677
16961,17236,28464,NC,Teachey,,Duplin County,166397.06623281376,33279.413246562755
16983,17258,27009,NC,Belews Creek,"Winston-Salem, NC",Forsyth County,274000.6272329322,54800.12544658644
16998,17275,28665,NC,Purlear,"North Wilkesboro, NC",Wilkes County,271063.2293951074,54212.64587902149
17080,17364,28618,NC,Deep Gap,"Boone, NC",Watauga County,347776.1420606326,69555.22841212653
17131,17418,28430,NC,Cerro Gordo,,Columbus County,142864.875,28572.975000000002
17145,17435,28515,NC,,"New Bern, NC",Pamlico County,153597.3462594426,30719.46925188852
17182,17469,27844,NC,Hollister,"Roanoke Rapids, NC",Halifax County,50740.34729745761,10148.069459491522
17213,17506,28709,NC,Barnardsville,"Asheville, NC",Buncombe County,338947.0555843844,67789.41111687689
17218,17506,28538,NC,Hookerton,,Greene County,145863.97768180832,29172.795536361664
17235,17530,27832,NC,Gaston,"Roanoke Rapids, NC",Northampton County,104390.36662448652,20878.073324897305
17278,17573,27553,NC,Manson,"Henderson, NC",Vance County,221189.74673800683,44237.94934760137
17358,17661,27814,NC,Blounts Creek,"Washington, NC",Beaufort County,192724.9572287028,38544.99144574056
17365,17671,27808,NC,Bath,"Washington, NC",Beaufort County,347023.6311730755,69404.72623461511
17476,17789,28527,NC,Ernul,"New Bern, NC",Craven County,177968.30447023408,35593.66089404682
17521,17827,28660,NC,Olin,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,292652.6133478003,58530.52266956006
17571,17885,27869,NC,,"Roanoke Rapids, NC",Northampton County,68643.03742932994,13728.607485865989
17641,17962,27212,NC,Blanch,,Caswell County,171337.7474764772,34267.54949529544
17682,18008,28615,NC,Creston,,Ashe County,196874.60667223987,39374.92133444798
17700,18028,28617,NC,Crumpler,,Ashe County,235395.22971491283,47079.04594298257
17735,18069,27291,NC,Leasburg,,Caswell County,251787.8626239878,50357.572524797564
17739,18074,27964,NC,,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,393124.4642733722,78624.89285467444
17741,18074,28746,NC,Lake Lure,"Forest City, NC",Rutherford County,437672.5951531034,87534.5190306207
17742,18077,28523,NC,Cove City,"New Bern, NC",Craven County,147915.96778581853,29583.193557163708
17780,18119,28626,NC,Fleetwood,,Ashe County,321123.724924258,64224.744984851604
17788,18124,27820,NC,Conway,"Roanoke Rapids, NC",Northampton County,106883.68321003912,21376.736642007825
17798,18141,28622,NC,Elk Park,,Avery County,239333.26600553512,47866.65320110702
17807,18154,27007,NC,Ararat,"Mount Airy, NC",Surry County,211502.02749737748,42300.4054994755
17818,18165,28679,NC,Vilas,"Boone, NC",Watauga County,349904.6663289705,69980.93326579411
17846,18194,28455,NC,Nakina,,Columbus County,147468.7142857143,29493.74285714286
17903,18256,28644,NC,Laurel Springs,,Alleghany County,238549.6983865785,47709.939677315706
17911,18266,28450,NC,Lake Waccamaw,,Columbus County,290722.79821050406,58144.559642100816
17914,18266,28088,NC,Landis,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,232514.62302642252,46502.924605284505
17960,18318,28521,NC,Chinquapin,,Duplin County,170269.4379137585,34053.887582751704
17999,18358,27897,NC,Woodland,"Roanoke Rapids, NC",Northampton County,82798.9332153413,16559.78664306826
18016,18378,28435,NC,Currie,"Wilmington, NC",Pender County,195538.1851159756,39107.63702319512
18017,18378,27231,NC,Cedar Grove,"Durham-Chapel Hill, NC",Orange County,298033.9268983535,59606.785379670706
18037,18398,28119,NC,Morven,"Charlotte-Concord-Gastonia, NC-SC",Anson County,53485.636304549145,10697.12726090983
18059,18424,27884,NC,Stokes,"Greenville, NC",Pitt County,188929.8348793228,37785.96697586456
18100,18464,27508,NC,Bunn,"Raleigh-Cary, NC",Franklin County,215727.13188601917,43145.42637720384
18104,18469,28729,NC,Etowah,"Asheville, NC",Henderson County,392609.9513730556,78521.99027461112
18107,18474,28393,NC,Turkey,,Sampson County,92060.37202400232,18412.074404800467
18133,18502,27935,NC,Eure,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,202723.21963588567,40544.64392717714
18147,18513,27343,NC,Semora,"Durham-Chapel Hill, NC",Person County,463571.8868060598,92714.37736121197
18161,18528,27551,NC,Macon,,Warren County,319690.76907615404,63938.15381523081
18303,18689,27507,NC,Bullock,"Henderson, NC",Vance County,188109.45960630977,37621.89192126196
18344,18736,27315,NC,Providence,,Caswell County,166866.04726793073,33373.20945358615
18414,18809,28444,NC,Garland,,Sampson County,110819.23936609742,22163.847873219485
18416,18809,28698,NC,Zionville,"Boone, NC",Watauga County,300320.5033007826,60064.10066015652
18424,18824,28447,NC,Ivanhoe,,Sampson County,124441.3009867781,24888.26019735562
18439,18838,28743,NC,Hot Springs,"Asheville, NC",Madison County,275654.5081598493,55130.90163196987
18481,18879,27054,NC,Woodleaf,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,199232.35596880355,39846.47119376071
18498,18900,27829,NC,,"Greenville, NC",Pitt County,147974.89080433504,29594.97816086701
18515,18918,28529,NC,,"New Bern, NC",Pamlico County,170257.33938630376,34051.46787726075
18528,18933,28902,NC,Murphy,,Cherokee County,279715.82462828566,55943.16492565713
18603,19017,27890,NC,Weldon,"Roanoke Rapids, NC",Halifax County,59770.00199544564,11954.000399089127
18765,19190,27046,NC,Sandy Ridge,"Winston-Salem, NC",Stokes County,163402.9054196464,32680.581083929283
18878,19329,27242,NC,Eagle Springs,"Pinehurst-Southern Pines, NC",Moore County,156738.63068231908,31347.726136463818
18923,19378,27860,NC,Pantego,"Washington, NC",Beaufort County,134441.89165398924,26888.37833079785
18940,19399,28432,NC,Clarendon,,Columbus County,161934.63120567377,32386.926241134755
19023,19487,28020,NC,Casar,"Shelby, NC",Cleveland County,92338.1797137332,18467.63594274664
19091,19560,28442,NC,Hallsboro,,Columbus County,115441.30434782608,23088.260869565216
19097,19566,28747,NC,Lake Toxaway,"Brevard, NC",Transylvania County,579294.0457846698,115858.80915693397
19131,19603,28685,NC,Traphill,"North Wilkesboro, NC",Wilkes County,204375.8995215044,40875.17990430089
19134,19603,27928,NC,Creswell,,Washington County,92917.52641500144,18583.50528300029
19166,19641,27980,NC,,,Chowan County,147469.68706773492,29493.937413546984
19222,19700,28480,NC,Wrightsville Beach,"Wilmington, NC",New Hanover County,1821500.2056664664,364300.0411332933
19288,19778,27979,NC,Sunbury,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,187571.19719384087,37514.23943876818
19358,19862,27916,NC,,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,365810.973713377,73162.1947426754
19377,19880,27973,NC,Shawboro,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,330911.2905443305,66182.2581088661
19434,19945,27926,NC,Corapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,237590.61661834863,47518.12332366973
19435,19950,27974,NC,Shawboro,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,244255.6648540517,48851.132970810344
19453,19969,27016,NC,Danbury,"Winston-Salem, NC",Stokes County,177365.74765842874,35473.14953168575
19465,19982,28693,NC,Warrensville,,Ashe County,195377.57611980973,39075.51522396195
19541,20065,28717,NC,Cashiers,"Cullowhee, NC",Jackson County,1131413.790328867,226282.7580657734
19551,20077,27252,NC,Goldston,"Durham-Chapel Hill, NC",Chatham County,253981.96984154973,50796.393968309945
19552,20077,28606,NC,Lenoir,"North Wilkesboro, NC",Wilkes County,207101.32970779607,41420.26594155922
19557,20086,27929,NC,Currituck,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,425900.5261948137,85180.10523896274
19690,20231,27938,NC,Gatesville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,174027.6894672911,34805.53789345822
19734,20288,28438,NC,Evergreen,,Columbus County,112179.53174603176,22435.906349206354
19784,20343,28624,NC,Purlear,"North Wilkesboro, NC",Wilkes County,273361.42838181177,54672.28567636236
19835,20397,28421,NC,Atkinson,"Wilmington, NC",Pender County,175233.34090711628,35046.66818142326
19904,20478,28682,NC,Terrell,"Hickory-Lenoir-Morganton, NC",Catawba County,722009.6756677633,144401.93513355267
19941,20520,28774,NC,Sapphire,"Brevard, NC",Transylvania County,608270.6106313936,121654.12212627873
20096,20705,27208,NC,Bennett,"Durham-Chapel Hill, NC",Chatham County,227878.16688775647,45575.6333775513
20130,20745,27939,NC,,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,345951.111432261,69190.2222864522
20253,20888,27885,NC,Engelhard,,Hyde County,162890.74176618396,32578.148353236793
20295,20931,28343,NC,Gibson,"Laurinburg, NC",Scotland County,80910.58055653596,16182.116111307194
20384,21037,28683,NC,Thurmond,"Mount Airy, NC",Surry County,202476.24264072583,40495.248528145166
20446,21104,27842,NC,Henrico,"Roanoke Rapids, NC",Northampton County,557894.6379340094,111578.92758680189
20562,21238,28623,NC,Ennice,,Alleghany County,184998.73661154872,36999.74732230975
20583,21259,27843,NC,,,Martin County,78201.20962084326,15640.241924168653
20612,21293,28510,NC,Arapahoe,"New Bern, NC",Pamlico County,301674.5685169129,60334.91370338259
20697,21386,27947,NC,Poplar Branch,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,315141.59107443865,63028.31821488773
20709,21403,28627,NC,Glade Valley,,Alleghany County,314628.3098582073,62925.661971641464
20836,21541,28449,NC,Kure Beach,"Wilmington, NC",New Hanover County,729702.6872832145,145940.53745664292
20943,21667,27305,NC,Milton,,Caswell County,114098.19069507152,22819.638139014307
21049,21785,28783,NC,Tuckasegee,"Cullowhee, NC",Jackson County,376084.77186186425,75216.95437237286
21080,21822,27022,NC,Lawsonville,"Winston-Salem, NC",Stokes County,188756.02707795973,37751.20541559195
21175,21938,28556,NC,Oriental,"New Bern, NC",Pamlico County,330538.13192436635,66107.62638487328
21496,22311,28611,NC,Collettsville,"Hickory-Lenoir-Morganton, NC",Caldwell County,137967.22085409978,27593.44417081996
21500,22319,27919,NC,Belvidere,"Elizabeth City, NC",Perquimans County,201017.3346236616,40203.46692473232
21505,22319,27876,NC,Seaboard,"Roanoke Rapids, NC",Northampton County,79101.41963300039,15820.28392660008
21526,22346,27847,NC,Kelford,,Bertie County,32547.843625254256,6509.568725050852
21547,22368,28718,NC,Brevard,"Brevard, NC",Transylvania County,333064.7181826018,66612.94363652036
21588,22420,28909,NC,Warne,,Clay County,237345.8131260723,47469.16262521446
21651,22499,27857,NC,,,Martin County,89051.91335053538,17810.382670107076
21663,22508,27957,NC,Merry Hill,,Bertie County,59633.57054608254,11926.71410921651
21707,22564,27314,NC,Prospect Hill,,Caswell County,219470.08492692612,43894.01698538523
21858,22739,27849,NC,Scotland Neck,,Halifax County,31316.716073066556,6263.343214613312
21883,22761,28736,NC,Glenville,"Cullowhee, NC",Jackson County,652178.6285936091,130435.72571872182
21893,22777,28772,NC,Brevard,"Brevard, NC",Transylvania County,283828.48858207546,56765.697716415096
22042,22948,28631,NC,Grassy Creek,,Ashe County,270636.31325809617,54127.26265161924
22098,23014,28531,NC,Harkers Island,"Morehead City, NC",Carteret County,325638.5536340717,65127.710726814345
22126,23045,27917,NC,Barco,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,289492.21023122844,57898.44204624569
22140,23065,27946,NC,Hobbsville,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,202190.274957753,40438.0549915506
22197,23138,28439,NC,Fair Bluff,,Columbus County,115302.1909090909,23060.438181818183
22259,23212,28006,NC,Alexis,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,301146.34805427765,60229.26961085553
22289,23241,27826,NC,Fairfield,,Hyde County,166603.3319352708,33320.66638705416
22302,23262,27862,NC,Pendleton,"Roanoke Rapids, NC",Northampton County,120776.19037880242,24155.238075760484
22359,23333,28766,NC,Penrose,"Brevard, NC",Transylvania County,356542.7260479488,71308.54520958976
22466,23457,28579,NC,Marshallberg,"Morehead City, NC",Carteret County,252763.06722636503,50552.61344527301
22486,23482,27981,NC,Wanchese,"Kill Devil Hills, NC",Dare County,313175.75851448433,62635.15170289687
22740,23805,27042,NC,Walnut Cove,"Winston-Salem, NC",Stokes County,153346.25345484025,30669.250690968052
22794,23880,27866,NC,Pleasant Hill,"Roanoke Rapids, NC",Northampton County,102308.44592939434,20461.68918587887
22972,24110,28781,NC,Topton,,Macon County,320179.4620319916,64035.89240639833
22986,24131,27965,NC,Poplar Branch,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,303006.82352051843,60601.36470410369
23166,24369,27927,NC,Corolla,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,876306.3481611005,175261.26963222012
23190,24403,28646,NC,Linville,,Avery County,1288001.343880121,257600.2687760242
23354,24603,28101,NC,,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,448618.0681206595,89723.6136241319
23394,24656,27824,NC,Engelhard,,Hyde County,146427.936332427,29285.5872664854
23413,24673,28702,NC,,,Graham County,233958.90406834253,46791.780813668505
23464,24749,27853,NC,Conway,"Roanoke Rapids, NC",Northampton County,92034.4177669233,18406.88355338466
23510,24812,28708,NC,Balsam Grove,"Brevard, NC",Transylvania County,273311.97063312755,54662.39412662551
23527,24839,27966,NC,Harbinger,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,366658.552578633,73331.7105157266
23640,24994,28511,NC,Atlantic,"Morehead City, NC",Carteret County,189134.50266627816,37826.90053325563
23790,25197,27978,NC,Stumpy Point,"Kill Devil Hills, NC",Dare County,289520.24821935425,57904.04964387085
23804,25220,28663,NC,Piney Creek,,Alleghany County,301229.4496640885,60245.8899328177
23843,25277,27953,NC,,"Kill Devil Hills, NC",Dare County,313973.945235384,62794.7890470768
23922,25389,28520,NC,,"Morehead City, NC",Carteret County,235882.5037146064,47176.500742921286
23934,25412,28775,NC,Scaly Mountain,,Macon County,367491.4399259975,73498.28798519951
23982,25474,27875,NC,Belhaven,,Hyde County,195381.19994447264,39076.23998889453
24085,25628,28528,NC,Beaufort,"Morehead City, NC",Carteret County,297674.487870609,59534.8975741218
24363,26040,28577,NC,,"Morehead City, NC",Carteret County,198918.89575760203,39783.77915152041
24877,26850,27923,NC,Coinjock,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,373377.8703316173,74675.57406632346
24883,26863,27956,NC,Maple,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,337309.20150740485,67461.84030148097
25088,27194,27915,NC,,"Kill Devil Hills, NC",Dare County,513816.7899585135,102763.35799170271
25155,27299,27813,NC,Wilson,"Wilson, NC",Wilson County,142298.76986811342,28459.753973622686
25272,27509,28745,NC,Lake Junaluska,"Asheville, NC",Haywood County,420046.8012709515,84009.36025419031
25311,27580,28553,NC,Marshallberg,"Morehead City, NC",Carteret County,226972.9790958577,45394.59581917155
25324,27602,27968,NC,Rodanthe,"Kill Devil Hills, NC",Dare County,537726.0612244898,107545.21224489796
25553,28045,27014,NC,Cooleemee,"Winston-Salem, NC",Davie County,102497.04941092184,20499.40988218437
25568,28060,27941,NC,Harbinger,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,422914.0860016395,84582.8172003279
25660,28273,27943,NC,Hatteras,"Kill Devil Hills, NC",Dare County,507328.7321277869,101465.74642555739
25827,28637,28524,NC,,"Morehead City, NC",Carteret County,210785.52513776065,42157.105027552134
25886,28775,28552,NC,Hobucken,"New Bern, NC",Pamlico County,92569.50835536608,18513.901671073218
26058,29209,28581,NC,Stacy,"Morehead City, NC",Carteret County,199980.5890092758,39996.117801855165
26082,29286,28668,NC,Roaring Gap,,Alleghany County,330786.4162488915,66157.28324977831
26199,29643,28537,NC,Hobucken,"New Bern, NC",Pamlico County,81003.30926686128,16200.661853372258
26252,29840,27872,NC,Roxobel,,Bertie County,18415.38817309208,3683.077634618416
26279,29945,27840,NC,,,Martin County,79414.41519591627,15882.883039183254
26416,30467,28009,NC,Badin,"Albemarle, NC",Stanly County,135841.87878807596,27168.375757615195
26431,30548,28587,NC,Vandemere,"New Bern, NC",Pamlico County,137921.76745830147,27584.353491660295
26569,30657,28017,NC,Boiling Springs,"Shelby, NC",Cleveland County,160172.37275963894,32034.47455192779
26611,30657,28136,NC,Polkville,"Shelby, NC",Cleveland County,66072.74735837677,13214.549471675355
26645,30657,27936,NC,Frisco,"Kill Devil Hills, NC",Dare County,473134.7492198258,94626.94984396517
26652,30657,27972,NC,Salvo,"Kill Devil Hills, NC",Dare County,632127.2631559102,126425.45263118204
26813,30657,28042,NC,Fallston,"Shelby, NC",Cleveland County,131109.89945100193,26221.979890200386
26822,30657,28707,NC,Balsam,"Cullowhee, NC",Jackson County,294303.27304128284,58860.65460825657
26826,30657,27982,NC,Waves,"Kill Devil Hills, NC",Dare County,637337.4910521945,127467.4982104389
26875,30657,28038,NC,Earl,"Shelby, NC",Cleveland County,70684.18751749153,14136.837503498307
